"mic","symbol","isin","date","open_value","high_value","low_value","last_value","change_prev_close_percentage","turnover"
"XZAG","CBX","HRZB00ICBEX6","2012-03-12",1789.66,1799.98,1786.56,1799.98,0.62,1546510.18
"XZAG","CBX","HRZB00ICBEX6","2012-03-09",1793.62,1801.88,1786.55,1788.89,-0.26,1260774.94
"XZAG","CBX","HRZB00ICBEX6","2012-03-08",1773.28,1793.81,1772.52,1793.62,1.17,1623370.13
"XZAG","CBX","HRZB00ICBEX6","2012-03-07",1767.66,1773.94,1759.48,1772.87,0.30,1292574.23
"XZAG","CBX","HRZB00ICBEX6","2012-03-06",1784.97,1786.15,1765.69,1767.65,-0.97,1293048.47
"XZAG","CBX","HRZB00ICBEX6","2012-03-05",1808.98,1808.99,1779.24,1784.98,-1.33,2750952.85
"XZAG","CBX","HRZB00ICBEX6","2012-03-02",1794.34,1810.65,1790.67,1809.09,0.83,1504541.88
"XZAG","CBX","HRZB00ICBEX6","2012-03-01",1787.08,1800.55,1783.81,1794.23,0.39,2031605.20
"XZAG","CBX","HRZB00ICBEX6","2012-02-29",1769.64,1788.69,1768.26,1787.23,1.02,2013242.64
"XZAG","CBX","HRZB00ICBEX6","2012-02-28",1787.60,1790.67,1766.64,1769.25,-1.03,3229652.96
"XZAG","CBX","HRZB00ICBEX6","2012-02-27",1776.07,1799.69,1770.22,1787.65,0.64,4748483.25
"XZAG","CBX","HRZB00ICBEX6","2012-02-24",1762.68,1778.88,1758.36,1776.35,0.75,2607204.50
"XZAG","CBX","HRZB00ICBEX6","2012-02-23",1752.61,1763.42,1740.27,1763.13,0.63,1713711.81
"XZAG","CBX","HRZB00ICBEX6","2012-02-22",1754.14,1760.71,1750.73,1752.16,-0.11,1260982.80
"XZAG","CBX","HRZB00ICBEX6","2012-02-21",1739.41,1755.45,1738.96,1754.16,1.00,2368117.05
"XZAG","CBX","HRZB00ICBEX6","2012-02-20",1733.24,1746.27,1733.24,1736.80,0.21,1439729.09
"XZAG","CBX","HRZB00ICBEX6","2012-02-17",1728.68,1738.26,1726.36,1733.17,0.25,1399869.34
"XZAG","CBX","HRZB00ICBEX6","2012-02-16",1730.05,1730.05,1707.69,1728.89,-0.06,1455008.32
"XZAG","CBX","HRZB00ICBEX6","2012-02-15",1747.21,1747.77,1729.99,1729.99,-0.97,1973352.67
"XZAG","CBX","HRZB00ICBEX6","2012-02-14",1763.54,1766.05,1743.95,1746.93,-0.90,2395629.56
"XZAG","CBX","HRZB00ICBEX6","2012-02-13",1765.76,1767.06,1754.61,1762.86,-0.19,1016765.82
"XZAG","CBX","HRZB00ICBEX6","2012-02-10",1778.94,1778.94,1759.30,1766.26,-0.67,864559.42
"XZAG","CBX","HRZB00ICBEX6","2012-02-09",1769.66,1785.62,1769.66,1778.11,0.53,1757527.80
"XZAG","CBX","HRZB00ICBEX6","2012-02-08",1758.80,1768.90,1758.80,1768.75,0.53,850172.97
"XZAG","CBX","HRZB00ICBEX6","2012-02-07",1754.96,1762.27,1750.22,1759.47,0.19,918361.40
"XZAG","CBX","HRZB00ICBEX6","2012-02-06",1756.53,1761.42,1749.59,1756.09,0.00,903332.71
"XZAG","CBX","HRZB00ICBEX6","2012-02-03",1741.15,1761.96,1740.60,1756.07,0.88,1314375.32
"XZAG","CBX","HRZB00ICBEX6","2012-02-02",1729.00,1740.76,1728.08,1740.76,0.67,1036857.59
"XZAG","CBX","HRZB00ICBEX6","2012-02-01",1727.48,1733.99,1724.70,1729.14,0.11,1443215.76
"XZAG","CBX","HRZB00ICBEX6","2012-01-31",1739.89,1746.88,1726.35,1727.28,-0.63,1201534.10
"XZAG","CBX","HRZB00ICBEX6","2012-01-30",1737.06,1739.60,1717.86,1738.20,0.07,1097752.84
"XZAG","CBX","HRZB00ICBEX6","2012-01-27",1740.07,1741.56,1734.18,1737.06,-0.17,1098037.52
"XZAG","CBX","HRZB00ICBEX6","2012-01-26",1723.69,1740.08,1723.49,1740.08,0.97,1106404.64
"XZAG","CBX","HRZB00ICBEX6","2012-01-25",1716.27,1723.41,1709.99,1723.41,0.45,1350034.47
"XZAG","CBX","HRZB00ICBEX6","2012-01-24",1724.25,1724.26,1706.45,1715.67,-0.52,906038.69
"XZAG","CBX","HRZB00ICBEX6","2012-01-23",1724.50,1730.93,1718.72,1724.71,-0.01,663727.93
"XZAG","CBX","HRZB00ICBEX6","2012-01-20",1723.16,1725.97,1718.67,1724.83,0.06,447192.47
"XZAG","CBX","HRZB00ICBEX6","2012-01-19",1722.04,1724.68,1720.61,1723.75,0.12,335565.14
"XZAG","CBX","HRZB00ICBEX6","2012-01-18",1722.86,1728.74,1720.24,1721.65,-0.06,577402.03
"XZAG","CBX","HRZB00ICBEX6","2012-01-17",1718.44,1732.49,1717.17,1722.69,0.33,809771.05
"XZAG","CBX","HRZB00ICBEX6","2012-01-16",1726.85,1728.03,1712.27,1717.08,-0.55,523399.18
"XZAG","CBX","HRZB00ICBEX6","2012-01-13",1737.75,1740.41,1726.43,1726.63,-0.64,491772.66
"XZAG","CBX","HRZB00ICBEX6","2012-01-12",1745.93,1746.03,1736.72,1737.77,-0.53,505234.66
"XZAG","CBX","HRZB00ICBEX6","2012-01-11",1733.39,1747.08,1727.56,1747.08,0.79,1539757.75
"XZAG","CBX","HRZB00ICBEX6","2012-01-10",1741.04,1743.68,1733.45,1733.45,-0.39,533074.67
"XZAG","CBX","HRZB00ICBEX6","2012-01-09",1738.41,1745.05,1736.21,1740.22,0.11,529428.43
"XZAG","CBX","HRZB00ICBEX6","2012-01-05",1768.54,1768.54,1735.45,1738.37,-1.71,1833868.49
"XZAG","CBX","HRZB00ICBEX6","2012-01-04",1771.09,1773.47,1760.99,1768.56,-0.14,891034.36
"XZAG","CBX","HRZB00ICBEX6","2012-01-03",1746.72,1771.05,1745.39,1771.05,1.39,1435690.08
"XZAG","CBX","HRZB00ICBEX6","2012-01-02",1741.44,1749.09,1738.57,1746.71,0.37,392474.18
"XZAG","CBX","HRZB00ICBEX6","2011-12-30",1727.36,1740.34,1726.99,1740.21,0.88,591368.58
"XZAG","CBX","HRZB00ICBEX6","2011-12-29",1727.89,1730.12,1724.05,1725.07,-0.15,374130.55
"XZAG","CBX","HRZB00ICBEX6","2011-12-28",1733.99,1734.56,1721.32,1727.65,-0.50,249321.88
"XZAG","CBX","HRZB00ICBEX6","2011-12-27",1737.37,1738.07,1728.62,1736.28,-0.03,825685.18
"XZAG","CBX","HRZB00ICBEX6","2011-12-23",1733.40,1740.44,1731.75,1736.77,0.19,606462.80
"XZAG","CBX","HRZB00ICBEX6","2011-12-22",1735.83,1745.08,1730.12,1733.54,-0.13,615005.35
"XZAG","CBX","HRZB00ICBEX6","2011-12-21",1732.77,1753.11,1731.96,1735.75,0.19,1518029.39
"XZAG","CBX","HRZB00ICBEX6","2011-12-20",1740.63,1748.95,1732.06,1732.41,-0.45,1162516.39
"XZAG","CBX","HRZB00ICBEX6","2011-12-19",1753.89,1760.76,1736.18,1740.23,-0.80,975105.90
"XZAG","CBX","HRZB00ICBEX6","2011-12-16",1736.92,1754.97,1734.92,1754.23,1.03,1385038.12
"XZAG","CBX","HRZB00ICBEX6","2011-12-15",1740.07,1740.07,1725.74,1736.27,-0.22,1253973.69
"XZAG","CBX","HRZB00ICBEX6","2011-12-14",1756.72,1756.72,1739.26,1740.04,-0.92,934888.88
"XZAG","CBX","HRZB00ICBEX6","2011-12-13",1761.61,1765.98,1747.19,1756.26,-0.29,663471.17
"XZAG","CBX","HRZB00ICBEX6","2011-12-12",1788.04,1788.04,1755.37,1761.37,-1.46,854553.11
"XZAG","CBX","HRZB00ICBEX6","2011-12-09",1766.84,1787.47,1760.98,1787.47,0.93,831002.79
"XZAG","CBX","HRZB00ICBEX6","2011-12-08",1776.43,1777.13,1758.33,1770.98,-0.29,577561.47
"XZAG","CBX","HRZB00ICBEX6","2011-12-07",1776.60,1786.40,1768.99,1776.15,0.00,443034.58
"XZAG","CBX","HRZB00ICBEX6","2011-12-06",1809.63,1809.68,1775.37,1776.23,-1.82,1075146.58
"XZAG","CBX","HRZB00ICBEX6","2011-12-05",1800.00,1817.14,1800.00,1809.23,0.54,1118082.62
"XZAG","CBX","HRZB00ICBEX6","2011-12-02",1759.70,1799.53,1759.70,1799.53,2.33,1538026.76
"XZAG","CBX","HRZB00ICBEX6","2011-12-01",1739.74,1761.88,1739.74,1758.63,1.12,1281256.38
"XZAG","CBX","HRZB00ICBEX6","2011-11-30",1719.94,1742.61,1709.87,1739.20,1.02,1778421.16
"XZAG","CBX","HRZB00ICBEX6","2011-11-29",1744.22,1744.81,1717.39,1721.66,-1.30,889380.29
"XZAG","CBX","HRZB00ICBEX6","2011-11-28",1720.92,1749.17,1720.92,1744.25,1.35,1089620.87
"XZAG","CBX","HRZB00ICBEX6","2011-11-25",1748.41,1748.65,1706.95,1721.05,-1.65,1869995.09
"XZAG","CBX","HRZB00ICBEX6","2011-11-24",1765.21,1765.32,1744.21,1749.91,-0.87,1415863.06
"XZAG","CBX","HRZB00ICBEX6","2011-11-23",1781.65,1782.89,1761.20,1765.21,-0.99,1354688.93
"XZAG","CBX","HRZB00ICBEX6","2011-11-22",1789.95,1794.40,1778.40,1782.88,-0.34,1438704.07
"XZAG","CBX","HRZB00ICBEX6","2011-11-21",1810.20,1811.03,1784.71,1788.94,-1.22,985023.60
"XZAG","CBX","HRZB00ICBEX6","2011-11-18",1820.63,1820.63,1806.52,1811.05,-0.53,677364.57
"XZAG","CBX","HRZB00ICBEX6","2011-11-17",1821.82,1823.59,1815.14,1820.69,-0.06,648019.11
"XZAG","CBX","HRZB00ICBEX6","2011-11-16",1831.36,1834.25,1821.63,1821.71,-0.50,1116068.31
"XZAG","CBX","HRZB00ICBEX6","2011-11-15",1845.99,1849.00,1829.25,1830.78,-0.79,819820.17
"XZAG","CBX","HRZB00ICBEX6","2011-11-14",1844.57,1857.77,1842.98,1845.40,0.05,741746.59
"XZAG","CBX","HRZB00ICBEX6","2011-11-11",1836.33,1848.95,1835.84,1844.55,0.47,549254.25
"XZAG","CBX","HRZB00ICBEX6","2011-11-10",1825.67,1836.82,1819.80,1835.94,0.56,1184487.37
"XZAG","CBX","HRZB00ICBEX6","2011-11-09",1841.67,1843.42,1822.56,1825.78,-0.90,789644.17
"XZAG","CBX","HRZB00ICBEX6","2011-11-08",1830.15,1842.39,1830.15,1842.39,0.69,798117.09
"XZAG","CBX","HRZB00ICBEX6","2011-11-07",1840.95,1841.94,1825.09,1829.80,-0.61,745976.03
"XZAG","CBX","HRZB00ICBEX6","2011-11-04",1822.47,1841.10,1822.47,1840.99,1.12,1119772.61
"XZAG","CBX","HRZB00ICBEX6","2011-11-03",1817.76,1821.16,1813.86,1820.58,0.08,861633.71
"XZAG","CBX","HRZB00ICBEX6","2011-11-02",1839.73,1839.73,1797.23,1819.05,-1.28,1605201.11
"XZAG","CBX","HRZB00ICBEX6","2011-10-31",1852.80,1857.89,1829.73,1842.63,-0.52,1556842.37
"XZAG","CBX","HRZB00ICBEX6","2011-10-28",1849.61,1861.81,1833.90,1852.27,0.20,2980967.28
"XZAG","CBX","HRZB00ICBEX6","2011-10-27",1839.54,1878.33,1839.54,1848.49,0.52,1539713.02
"XZAG","CBX","HRZB00ICBEX6","2011-10-26",1809.57,1841.78,1809.46,1838.85,1.64,1376246.81
"XZAG","CBX","HRZB00ICBEX6","2011-10-25",1801.37,1816.86,1799.20,1809.23,0.46,1402898.71
"XZAG","CBX","HRZB00ICBEX6","2011-10-24",1803.83,1806.16,1792.15,1800.98,-0.09,738454.26
"XZAG","CBX","HRZB00ICBEX6","2011-10-21",1788.86,1802.66,1788.86,1802.66,0.77,875241.85
"XZAG","CBX","HRZB00ICBEX6","2011-10-20",1802.61,1804.10,1788.34,1788.82,-0.77,566632.78
"XZAG","CBX","HRZB00ICBEX6","2011-10-19",1805.25,1814.99,1799.00,1802.67,-0.07,585778.95
"XZAG","CBX","HRZB00ICBEX6","2011-10-18",1825.54,1827.49,1802.29,1803.86,-1.24,1223021.02
"XZAG","CBX","HRZB00ICBEX6","2011-10-17",1822.69,1844.86,1822.69,1826.44,0.16,1723742.39
"XZAG","CBX","HRZB00ICBEX6","2011-10-14",1820.05,1830.06,1818.82,1823.50,0.15,1500703.40
"XZAG","CBX","HRZB00ICBEX6","2011-10-13",1820.03,1832.00,1819.42,1820.72,0.04,739680.87
"XZAG","CBX","HRZB00ICBEX6","2011-10-12",1798.37,1827.39,1797.49,1820.02,1.44,1357371.65
"XZAG","CBX","HRZB00ICBEX6","2011-10-11",1806.62,1816.62,1790.83,1794.15,-0.69,2335586.18
"XZAG","CBX","HRZB00ICBEX6","2011-10-10",1822.55,1826.44,1798.35,1806.60,-0.86,3362095.27
"XZAG","CBX","HRZB00ICBEX6","2011-10-07",1814.01,1823.50,1811.63,1822.23,0.46,1606477.16
"XZAG","CBX","HRZB00ICBEX6","2011-10-06",1811.69,1829.33,1810.61,1813.83,0.16,1010491.52
"XZAG","CBX","HRZB00ICBEX6","2011-10-05",1788.53,1812.34,1788.53,1810.89,1.29,862932.56
"XZAG","CBX","HRZB00ICBEX6","2011-10-04",1814.17,1816.29,1784.17,1787.89,-1.59,2030781.94
"XZAG","CBX","HRZB00ICBEX6","2011-10-03",1853.55,1853.55,1813.65,1816.76,-2.03,1040315.17
"XZAG","CBX","HRZB00ICBEX6","2011-09-30",1854.24,1860.93,1849.46,1854.41,0.02,1208360.43
"XZAG","CBX","HRZB00ICBEX6","2011-09-29",1871.09,1873.12,1853.74,1854.03,-0.94,1245098.26
"XZAG","CBX","HRZB00ICBEX6","2011-09-28",1865.77,1877.31,1861.94,1871.66,0.36,2295461.80
"XZAG","CBX","HRZB00ICBEX6","2011-09-27",1852.10,1879.66,1852.10,1865.02,0.79,2464443.37
"XZAG","CBX","HRZB00ICBEX6","2011-09-26",1847.30,1859.74,1836.17,1850.48,0.19,2124796.34
"XZAG","CBX","HRZB00ICBEX6","2011-09-23",1877.09,1879.90,1832.52,1846.96,-1.62,2720678.42
"XZAG","CBX","HRZB00ICBEX6","2011-09-22",1926.32,1926.32,1876.42,1877.31,-2.62,2884861.01
"XZAG","CBX","HRZB00ICBEX6","2011-09-21",1916.44,1927.72,1905.50,1927.72,0.60,1223430.31
"XZAG","CBX","HRZB00ICBEX6","2011-09-20",1929.37,1934.26,1914.63,1916.20,-0.68,962162.86
"XZAG","CBX","HRZB00ICBEX6","2011-09-19",1985.55,1985.55,1920.40,1929.38,-2.85,1129491.22
"XZAG","CBX","HRZB00ICBEX6","2011-09-16",1949.83,1987.26,1941.58,1985.88,1.86,2925318.40
"XZAG","CBX","HRZB00ICBEX6","2011-09-15",1930.92,1951.49,1929.00,1949.65,1.04,2108018.75
"XZAG","CBX","HRZB00ICBEX6","2011-09-14",1930.91,1934.05,1924.76,1929.63,-0.16,2400269.40
"XZAG","CBX","HRZB00ICBEX6","2011-09-13",1940.41,1942.59,1928.55,1932.73,-0.38,1307969.55
"XZAG","CBX","HRZB00ICBEX6","2011-09-12",1973.46,1973.46,1935.39,1940.12,-1.70,1268511.02
"XZAG","CBX","HRZB00ICBEX6","2011-09-09",1986.11,1987.90,1970.02,1973.62,-0.64,602026.47
"XZAG","CBX","HRZB00ICBEX6","2011-09-08",1989.24,1993.58,1984.04,1986.31,-0.15,555227.70
"XZAG","CBX","HRZB00ICBEX6","2011-09-07",1983.43,1997.75,1983.43,1989.20,0.32,1100223.47
"XZAG","CBX","HRZB00ICBEX6","2011-09-06",1977.64,1993.66,1973.73,1982.84,0.30,1136688.91
"XZAG","CBX","HRZB00ICBEX6","2011-09-05",2011.91,2011.91,1976.30,1976.85,-1.76,2113007.05
"XZAG","CBX","HRZB00ICBEX6","2011-09-02",2028.36,2030.07,2005.18,2012.20,-0.81,1264754.65
"XZAG","CBX","HRZB00ICBEX6","2011-09-01",2034.48,2037.78,2025.38,2028.68,-0.26,732784.09
"XZAG","CBX","HRZB00ICBEX6","2011-08-31",2015.41,2034.04,2015.41,2033.92,0.96,1444180.16
"XZAG","CBX","HRZB00ICBEX6","2011-08-30",2012.02,2025.40,2008.42,2014.63,0.15,1071805.47
"XZAG","CBX","HRZB00ICBEX6","2011-08-29",1986.68,2011.71,1986.68,2011.71,1.28,969069.49
"XZAG","CBX","HRZB00ICBEX6","2011-08-26",2000.19,2000.19,1982.41,1986.24,-0.72,1259031.59
"XZAG","CBX","HRZB00ICBEX6","2011-08-25",1988.74,2011.37,1988.74,2000.74,0.62,1156791.02
"XZAG","CBX","HRZB00ICBEX6","2011-08-24",1985.72,1992.32,1982.54,1988.37,0.15,824021.12
"XZAG","CBX","HRZB00ICBEX6","2011-08-23",1985.49,1997.33,1984.73,1985.44,0.02,1827797.83
"XZAG","CBX","HRZB00ICBEX6","2011-08-22",1979.13,1988.35,1976.60,1985.06,0.31,867958.28
"XZAG","CBX","HRZB00ICBEX6","2011-08-19",1990.68,1990.68,1947.15,1978.86,-0.61,1744266.16
"XZAG","CBX","HRZB00ICBEX6","2011-08-18",2023.17,2025.54,1989.37,1991.01,-1.62,1618613.24
"XZAG","CBX","HRZB00ICBEX6","2011-08-17",2013.29,2024.72,2009.28,2023.74,0.52,1214771.59
"XZAG","CBX","HRZB00ICBEX6","2011-08-16",2036.79,2040.24,2013.22,2013.22,-1.13,1415629.96
"XZAG","CBX","HRZB00ICBEX6","2011-08-12",1989.36,2036.96,1989.36,2036.18,2.35,3101841.93
"XZAG","CBX","HRZB00ICBEX6","2011-08-11",1981.93,2004.34,1977.13,1989.41,0.37,5207996.86
"XZAG","CBX","HRZB00ICBEX6","2011-08-10",2006.82,2044.01,1976.86,1981.99,-1.18,6043223.42
"XZAG","CBX","HRZB00ICBEX6","2011-08-09",2033.27,2033.27,1924.30,2005.65,-1.39,9951466.88
"XZAG","CBX","HRZB00ICBEX6","2011-08-08",2129.35,2129.35,2018.61,2033.85,-4.57,8982097.28
"XZAG","CBX","HRZB00ICBEX6","2011-08-04",2144.57,2144.57,2129.43,2131.35,-0.59,1393051.33
"XZAG","CBX","HRZB00ICBEX6","2011-08-03",2161.02,2161.32,2143.65,2144.08,-0.79,799997.06
"XZAG","CBX","HRZB00ICBEX6","2011-08-02",2160.65,2165.28,2154.55,2161.17,-0.11,578482.49
"XZAG","CBX","HRZB00ICBEX6","2011-08-01",2174.78,2177.13,2163.51,2163.65,-0.46,871494.44
"XZAG","CBX","HRZB00ICBEX6","2011-07-29",2161.27,2175.09,2157.11,2173.73,0.60,1373204.94
"XZAG","CBX","HRZB00ICBEX6","2011-07-28",2155.20,2162.47,2140.42,2160.79,0.28,1488883.35
"XZAG","CBX","HRZB00ICBEX6","2011-07-27",2163.91,2167.57,2152.67,2154.79,4.63,1086381.59
"XZAG","CBX","HRZB00ICBEX6","2011-07-26",2068.69,2074.59,2056.71,2059.46,-0.29,1256196.33
"XZAG","CBX","HRZB00ICBEX6","2011-07-25",2089.63,2090.21,2057.56,2065.46,-1.39,2829126.93
"XZAG","CBX","HRZB00ICBEX6","2011-07-22",2197.87,2199.75,2090.28,2094.57,-4.66,1633969.30
"XZAG","CBX","HRZB00ICBEX6","2011-07-21",2189.40,2203.00,2188.85,2197.04,0.37,1012417.18
"XZAG","CBX","HRZB00ICBEX6","2011-07-20",2201.44,2202.83,2188.26,2188.90,-0.51,1481409.12
"XZAG","CBX","HRZB00ICBEX6","2011-07-19",2198.06,2203.37,2192.89,2200.08,0.08,1025490.85
"XZAG","CBX","HRZB00ICBEX6","2011-07-18",2207.01,2207.30,2197.47,2198.43,-0.38,1195418.14
"XZAG","CBX","HRZB00ICBEX6","2011-07-15",2197.30,2210.05,2196.25,2206.82,0.46,1939809.55
"XZAG","CBX","HRZB00ICBEX6","2011-07-14",2202.61,2206.95,2195.22,2196.73,-0.19,740031.63
"XZAG","CBX","HRZB00ICBEX6","2011-07-13",2192.50,2202.04,2192.50,2200.88,0.36,817289.90
"XZAG","CBX","HRZB00ICBEX6","2011-07-12",2218.16,2218.16,2182.40,2192.89,-1.24,2062083.68
"XZAG","CBX","HRZB00ICBEX6","2011-07-11",2233.91,2234.27,2219.99,2220.53,-0.59,1373576.78
"XZAG","CBX","HRZB00ICBEX6","2011-07-08",2222.48,2235.65,2222.48,2233.63,0.48,1098263.58
"XZAG","CBX","HRZB00ICBEX6","2011-07-07",2223.65,2228.09,2219.07,2222.92,-0.06,923296.02
"XZAG","CBX","HRZB00ICBEX6","2011-07-06",2229.14,2231.56,2218.46,2224.15,-0.22,1333907.00
"XZAG","CBX","HRZB00ICBEX6","2011-07-05",2231.07,2232.25,2223.18,2228.96,-0.08,1861911.81
"XZAG","CBX","HRZB00ICBEX6","2011-07-04",2237.06,2237.06,2229.59,2230.68,-0.27,1314192.73
"XZAG","CBX","HRZB00ICBEX6","2011-07-01",2231.11,2240.84,2230.18,2236.62,0.26,902522.73
"XZAG","CBX","HRZB00ICBEX6","2011-06-30",2239.98,2240.72,2227.64,2230.85,-0.42,1564524.80
"XZAG","CBX","HRZB00ICBEX6","2011-06-29",2231.18,2245.31,2227.87,2240.18,0.42,1483394.07
"XZAG","CBX","HRZB00ICBEX6","2011-06-28",2226.75,2231.17,2223.76,2230.79,0.21,1499676.13
"XZAG","CBX","HRZB00ICBEX6","2011-06-27",2242.70,2244.09,2221.88,2226.17,-0.71,1297976.92
"XZAG","CBX","HRZB00ICBEX6","2011-06-24",2243.04,2247.63,2238.30,2242.15,-0.04,756190.09
"XZAG","CBX","HRZB00ICBEX6","2011-06-21",2233.64,2243.07,2231.66,2243.01,0.47,1330103.58
"XZAG","CBX","HRZB00ICBEX6","2011-06-20",2241.30,2244.84,2231.14,2232.47,-0.38,1611804.67
"XZAG","CBX","HRZB00ICBEX6","2011-06-17",2244.82,2244.82,2234.50,2240.96,-0.16,2149055.77
"XZAG","CBX","HRZB00ICBEX6","2011-06-16",2252.18,2252.18,2234.47,2244.61,-0.35,1031723.49
"XZAG","CBX","HRZB00ICBEX6","2011-06-15",2256.53,2258.31,2248.95,2252.54,-0.20,1378338.34
"XZAG","CBX","HRZB00ICBEX6","2011-06-14",2271.43,2277.52,2255.06,2256.99,-0.63,2140525.10
"XZAG","CBX","HRZB00ICBEX6","2011-06-13",2274.88,2284.04,2264.09,2271.25,-0.17,2607354.39
"XZAG","CBX","HRZB00ICBEX6","2011-06-10",2268.94,2289.06,2268.94,2275.04,0.27,2911337.92
"XZAG","CBX","HRZB00ICBEX6","2011-06-09",2260.42,2268.84,2255.20,2268.84,0.37,3246628.75
"XZAG","CBX","HRZB00ICBEX6","2011-06-08",2257.30,2264.62,2255.36,2260.42,0.15,2194050.54
"XZAG","CBX","HRZB00ICBEX6","2011-06-07",2254.24,2260.38,2251.41,2256.97,0.12,2349685.91
"XZAG","CBX","HRZB00ICBEX6","2011-06-06",2269.31,2275.79,2252.79,2254.24,-0.69,1213191.29
"XZAG","CBX","HRZB00ICBEX6","2011-06-03",2259.96,2269.91,2259.67,2269.90,0.44,1619805.60
"XZAG","CBX","HRZB00ICBEX6","2011-06-02",2271.85,2272.11,2254.22,2259.98,-0.55,1850488.02
"XZAG","CBX","HRZB00ICBEX6","2011-06-01",2278.72,2281.75,2262.69,2272.40,-0.28,2017642.83
"XZAG","CBX","HRZB00ICBEX6","2011-05-31",2270.41,2296.29,2270.41,2278.88,0.39,4596304.88
"XZAG","CBX","HRZB00ICBEX6","2011-05-30",2253.18,2270.02,2248.87,2270.02,0.77,2748563.54
"XZAG","CBX","HRZB00ICBEX6","2011-05-27",2237.89,2255.43,2237.89,2252.74,0.68,2253231.89
"XZAG","CBX","HRZB00ICBEX6","2011-05-26",2227.09,2239.67,2221.65,2237.63,0.47,1853919.73
"XZAG","CBX","HRZB00ICBEX6","2011-05-25",2219.43,2227.08,2219.24,2227.08,0.35,1339224.94
"XZAG","CBX","HRZB00ICBEX6","2011-05-24",2223.62,2224.81,2214.37,2219.33,-0.19,1685517.50
"XZAG","CBX","HRZB00ICBEX6","2011-05-23",2242.37,2242.38,2220.39,2223.62,-0.88,1204005.65
"XZAG","CBX","HRZB00ICBEX6","2011-05-20",2239.81,2244.61,2233.57,2243.47,-0.59,1845377.86
"XZAG","CBX","HRZB00ICBEX6","2011-05-19",2219.08,2257.90,2219.08,2256.86,1.71,2870085.59
"XZAG","CBX","HRZB00ICBEX6","2011-05-18",2204.70,2218.94,2204.70,2218.94,0.62,1608063.13
"XZAG","CBX","HRZB00ICBEX6","2011-05-17",2211.96,2213.81,2203.27,2205.21,-0.30,1667113.17
"XZAG","CBX","HRZB00ICBEX6","2011-05-16",2208.67,2214.22,2207.48,2211.94,0.09,1125689.80
"XZAG","CBX","HRZB00ICBEX6","2011-05-13",2209.34,2211.65,2203.17,2209.87,0.03,1424822.89
"XZAG","CBX","HRZB00ICBEX6","2011-05-12",2208.05,2210.61,2204.22,2209.29,0.04,1058161.51
"XZAG","CBX","HRZB00ICBEX6","2011-05-11",2211.09,2214.26,2203.88,2208.33,-0.11,1552717.45
"XZAG","CBX","HRZB00ICBEX6","2011-05-10",2208.46,2214.12,2206.79,2210.79,0.09,1874970.92
"XZAG","CBX","HRZB00ICBEX6","2011-05-09",2206.70,2212.64,2199.38,2208.81,0.08,1440422.97
"XZAG","CBX","HRZB00ICBEX6","2011-05-06",2200.19,2207.41,2196.07,2206.95,0.32,986237.54
"XZAG","CBX","HRZB00ICBEX6","2011-05-05",2196.87,2204.68,2196.04,2199.86,0.12,1326686.93
"XZAG","CBX","HRZB00ICBEX6","2011-05-04",2198.81,2204.78,2197.22,2197.22,-0.07,1208119.82
"XZAG","CBX","HRZB00ICBEX6","2011-05-03",2196.76,2204.42,2196.32,2198.70,0.08,1359634.59
"XZAG","CBX","HRZB00ICBEX6","2011-05-02",2233.77,2236.45,2194.64,2196.91,-1.66,2750681.89
"XZAG","CBX","HRZB00ICBEX6","2011-04-29",2229.72,2242.29,2229.72,2233.97,0.19,3453790.88
"XZAG","CBX","HRZB00ICBEX6","2011-04-28",2239.39,2242.07,2228.92,2229.81,-0.36,4375774.58
"XZAG","CBX","HRZB00ICBEX6","2011-04-27",2231.78,2240.53,2220.40,2237.82,0.30,3663121.34
"XZAG","CBX","HRZB00ICBEX6","2011-04-26",2225.01,2232.44,2221.48,2231.18,0.31,3242551.23
"XZAG","CBX","HRZB00ICBEX6","2011-04-22",2210.93,2233.06,2210.93,2224.28,1.35,1695543.37
"XZAG","CBX","HRZB00ICBEX6","2011-04-21",2190.32,2202.85,2185.86,2194.64,0.20,2795716.34
"XZAG","CBX","HRZB00ICBEX6","2011-04-20",2181.40,2191.85,2181.15,2190.17,0.40,1487812.32
"XZAG","CBX","HRZB00ICBEX6","2011-04-19",2183.11,2185.61,2178.74,2181.41,-0.05,2256907.13
"XZAG","CBX","HRZB00ICBEX6","2011-04-18",2197.48,2197.48,2180.52,2182.60,-0.68,1263130.18
"XZAG","CBX","HRZB00ICBEX6","2011-04-15",2203.85,2205.35,2189.47,2197.49,-0.29,2215459.17
"XZAG","CBX","HRZB00ICBEX6","2011-04-14",2211.97,2211.97,2200.02,2203.86,-0.37,923853.22
"XZAG","CBX","HRZB00ICBEX6","2011-04-13",2201.03,2211.97,2201.03,2211.97,0.47,1065975.69
"XZAG","CBX","HRZB00ICBEX6","2011-04-12",2204.75,2205.85,2193.38,2201.54,-0.15,1282730.33
"XZAG","CBX","HRZB00ICBEX6","2011-04-11",2245.69,2246.77,2202.33,2204.80,-1.81,1626852.55
"XZAG","CBX","HRZB00ICBEX6","2011-04-08",2247.83,2251.20,2243.68,2245.47,-0.08,732262.48
"XZAG","CBX","HRZB00ICBEX6","2011-04-07",2256.05,2256.10,2244.40,2247.25,-0.37,784220.95
